ticker,upper bound,lower bound
ANAB,0.7503727512274972,-0.6145607786369842
ANDE,0.596254057049127,-0.637686674304671
ANET,6.367432153101968,-1.2571522313064996
ANF,1.5484420732003938,-1.063046776557281
ANGI,0.3716741964176055,-0.4060626655043415
ANGO,0.5732670476762762,-0.4768759231042039
ANSS,6.944668257376681,-3.7901426909880462
AON,6.402392301374797,-4.393815801776473
AOS,2.097887374407132,-1.1988226644312372
APA,0.7341636126551594,-0.7465452339510403
APAM,0.6689913113000501,-1.046932596114758
APD,3.1455409849928992,-3.3774023773599176
APG,0.5823203407045028,-0.6197024497607942
APH,0.9506126831048468,-0.6717324744092742
API,1.1186596290337913,-1.8393333289865288
APLE,0.22309916387087028,-0.16693774961705268
APOG,0.7899088187317348,-0.9181812356131555
APPF,1.8040190467344648,-2.6793732846437868
APPN,4.0339177997186315,-3.971045174363637
APPS,2.2510347204504284,-3.891260422052708
APTV,2.7160657597116744,-2.5162465739196986
AQN,0.13222989503287957,-0.23198399000436148
AR,0.564788483208045,-0.43256556303651456
ARAY,0.20799300002823257,-0.0021872302674040113
ARCB,4.707342755714067,-3.4036640053893854
ARCC,0.10391051568979634,-0.12612121825941947
ARCH,3.917351407157745,-0.12284097310837841
ARCO,0.14815772174485936,-0.08791513297223548
ARCT,2.0915078769386044,-1.7290013456982252
ARE,0.12437941140370944,-1.2038962053270605
AREC,0.14167388320456883,-0.07443486675680921
ARES,0.11544412563988907,-0.8410835193334932
ARI,0.19070087155550247,-0.2387051434269521
ARLO,0.2349787845410532,-0.11809391888600013
ARMK,0.5618919970065751,-0.5112251295567432
AROC,0.12487377058636955,-0.17891323296758413
ARQT,0.003378840467999167,-0.6864906198698538
ARR,0.07934586192030957,-0.1568885031323199
ARRY,0.8737252488344605,-0.5141276236982483
ARVN,4.441667252634163,-2.2001474829212633
ARW,1.2089550891958862,-1.5314026204700772
ARWR,2.269657905597268,-1.672432853799095
ASAN,4.198157777005027,-3.450672118311938
ASB,0.384309563984483,-0.3535276573970808
ASGN,1.779443046977211,-1.4835411207846512
ASIX,0.9447671831154045,-0.5817396988999592
ASO,1.264652828189811,-0.8996979016018775
ASPN,2.412307036326578,-1.103554304263236
ASRT,0.07618038099465925,-0.06921141442059535
ASTE,3.606126134559161,-1.6016813635811302
ATEC,0.42793331807852575,-0.356826391429471
ATEN,0.3569522146761338,-0.18926921877545572
ATGE,0.8280417510708543,-1.4422226964054086
ATHA,0.44018312237968643,-1.9625443662050044
ATHM,1.1733407252835444,-2.246370047467093
ATI,0.40111288610425644,-0.5428913498650391
ATKR,2.550151299164514,-1.870160431869207
ATO,1.0505080275473957,-1.2079650919203835
ATOM,1.7038947582553496,-1.3198119051352024
ATOS,0.16831278867670138,-0.1766899751843842
ATR,1.1512788489513788,-1.92506156167527
ATRA,0.7892100875226997,-0.4314825911611148
ATRC,2.550021620271509,-2.531200391750328
ATSG,0.48452559657108385,-0.3776377767209566
ATUS,0.2926292266423527,-1.3424367742207133
AU,0.5100182571329731,-0.9338755987941907
AUPH,2.2051992104048717,-2.2922315436628624
AVA,0.23206268145686298,-0.4088743560257805
AVAV,1.1456991399759038,-2.482486947990575
AVB,2.3285430740987856,-1.3197357637961498
AVD,0.35277227948621326,-0.28491468780277074
AVGO,5.8688037096339665,-4.13284648932653
AVIR,2.767124494505738,-0.7932534346837399
AVNT,0.941349169404621,-0.7495494500206716
AVT,0.5038361367002345,-0.8657952027641609
AVTR,0.6316639017656509,-0.9033042354842238
AVY,2.1952584484366793,-2.799923917216251
AWI,1.2028730976442878,-1.236444390548866
AWK,1.6682162781931487,-2.332815504487058
AWR,0.8432697608178892,-1.13309169210213
AX,1.3041565839252331,-0.5433202274651926
AXNX,0.019175028756789746,-1.3843775376926235
AXP,2.9267644453027093,-0.11477232301221899
AXS,0.7135985623629663,-0.8021238065662064
AXSM,2.1060458364875623,-6.257071477169074
AXTA,0.39982277619693685,-0.4739074091982505
AXTI,0.378637987260021,-0.4304954935677863
AY,0.5357533930681433,-0.3639066484725462
AYI,5.394515487467165,-3.8627653620594486
AZEK,0.8401004661245663,-0.7333082905597272
AZO,22.68952121278521,-17.830989164371335
AZPN,7.738481382247898,-2.272156372070982
AZUL,0.7550027196293411,-0.7484551840141144
AZZ,1.239498661010953,-0.8513630386126667
B,0.7458110184618418,-0.7992663210537285
BA,3.584809361658072,-5.199956099291601
BABA,4.5581743055681025,-6.1274618004522114
BAC,0.708109999312317,-0.6280332051352959
BAH,0.9112059168341851,-1.3947165309326024
BAK,0.7268727382861664,-0.9453789523187581
BALY,1.750710432229985,-1.18847013197719
BAND,2.501069815380398,-2.7782215263668286
BANR,0.9199617497190895,-0.8864118655892291
BAP,4.214714545036086,-3.270449424420588
BAX,1.6044183381636405,-0.8389379477160401
BB,1.4148324055638117,-0.349469666193126
BBAR,0.1770328441709162,-0.12862998235782191
BBIO,0.9467125990505335,-1.6432369822205222
BBW,1.353912733908928,-0.40548769731103945
BBY,2.2566850853120095,-1.4377705389033288
BC,1.3373395823810306,-0.02574249920735166
BCAT,0.18302574604809735,-0.2612979989375085
BCC,2.4190230347644013,-2.0466447504409078
BCO,1.880060165794939,-1.310060000292653
BCRX,0.49242074116516654,-0.7516484356983084
BCSF,0.10381993484794487,-0.11479912439456333
BDC,1.2815401728710751,-0.8405502345113222
BDN,0.14509212237270597,-0.170744829973829
BDX,2.227582285379524,-2.2704759271357666
BE,1.309855409347662,-0.7944209008189157
BEAM,4.159072606303217,-5.70050745396193
BEEM,1.3212392730941047,-1.163526395549623
BEKE,1.0800081490782418,-3.0709533085246115
BEN,1.505187277524215,-0.6187784301448879
BEP,0.5437798680408499,-0.4530832900750814
BERY,0.8736155091580322,-0.8095855884842409
BFAM,2.1553282997230268,-4.917871558613897
BG,1.0980453305359743,-1.9123059338159065
BGFV,1.9992477671140045,-2.4848334173878954
BGS,0.7005401408893064,-0.5162450947587234
BHE,0.4686773041800946,-0.6156170829309543
BHF,1.0388985879995682,-1.0055396422047278
BHLB,0.6200723641571463,-0.3985905077930497
BHP,0.9003230667958265,-2.9184550890803926
BIDU,4.069687646554373,-4.401614785833869
BIG,1.7033901005619214,-1.4965919799371517
BIGC,3.4661228688307344,-2.241840510461892
BILI,0.050957082403656775,-6.060190236545891
BILL,7.320029871316462,-7.975955240152895
BJ,2.2645546750504404,-0.9469930374298736
BJRI,1.4928847287012121,-1.3686849667516756
BK,0.6754468610074489,-0.02663562864387079
BKCC,0.05311468279873795,-0.06647663775947543
BKD,0.34038410898228066,-0.1671542387246921
BKE,1.13257678422578,-0.9997194128054528
BKH,0.6045113281275614,-0.7713413466146959
BKNG,26.35110043017059,-38.80909450655793
BKR,0.3809588397860696,-0.5884615860653309
BKU,0.6772449766715702,-0.7801578578868076
BL,2.4498235854392894,-2.210671154945922
BLBD,0.8875225815744663,-0.7718450183831979
BLD,5.806005706425467,-3.1276005108698377
BLDP,0.560597108731294,-0.41634727602332766
BLDR,2.0192159384862927,-0.6087570419382715
BLK,13.928096570825035,-13.4273449487009
BLKB,3.11658500180336,-1.3546140405523848
BLMN,0.46886588543427365,-0.6676319494207478
BLNK,2.1778059676151043,-1.1698944173888164
BMA,0.6151985016575094,-0.5441211413662467
BMRN,1.2611817532829273,-1.5317974178671225
BMY,0.6014267302107934,-0.006796084964999569
BNED,0.3552100395816787,-0.47076415572143704
BNGO,0.5004112224096918,-0.20482810438191976
BNL,0.3899242039089793,-0.35708696658515826
BNTX,20.78953635227718,-15.426233126654676
BOH,1.2395680867405976,-1.3089609894068777
BOKF,1.5952531954331235,-1.1336319190450534
BOOT,2.8154524311744704,-1.609915181542792
BOX,0.4493493962197957,-0.6857472654187702
BPMC,2.5154914899434226,-2.0461659001670585
BPOP,1.3777934428701866,-1.434684640642433
BRBR,0.4095653330775374,-0.7917667853604965
BRC,0.5680167649288133,-0.9407402160157382
BRFS,0.2215074913260693,-0.1535999475710682
BRKL,0.245187081982617,-0.23463831673390476
BRKR,0.15497168191408756,-1.5055913199161044
BRO,0.9449489140870109,-0.6473327917656826
BRP,1.467051419873758,-0.63676698607741
BRY,0.4092204626754138,-0.25251641565808197
BSAC,0.3605857971884938,-0.4520496304324404
BSBR,0.2093076495743813,-0.18113364064474324
BSIG,0.32499349785384474,-0.18283462963105665
BSX,0.5025198892877212,-0.007057230108434566
BSY,1.0303545551901991,-1.524779962313814
BTAI,1.0464334158295983,-1.4545026302011244
BTG,0.08085432153866955,-0.11319931031038946
BTU,0.8570687824273614,-0.8143594221521913
BUD,1.3511822795296642,-1.2505997469898145
BURL,4.183518244986969,-8.868433456706166
BUSE,0.5204976207710583,-0.021549890567635805
BV,0.2788608596542418,-0.43672666545192357
BVN,0.21224286244656676,-0.28410081688699657
BW,0.566997686050061,-0.21292651367696247
BWA,0.7728200323717108,-1.0022049640985966
BWXT,0.6482910521273534,-0.9713427420392229
BXC,3.084509902762597,-1.4201709872419612
BXP,1.2550289138939619,-1.1533836913698319
BYD,1.1268229964953012,-1.2095599646615545
BYND,3.0026443118257093,-4.222495498213573
BZH,0.664381748630427,-0.5309884805280219
CACI,2.653347606557438,-3.370709830947695
CADE,2.070981690540197,-0.4611468552503816
CAG,0.2803513265505509,-0.49755864754428647
CAH,0.6344458079453057,-2.0875408044125856
CAKE,1.3360902528014396,-1.4683050285955843
CAL,0.5569259110987551,-0.7015042477157973
CALM,0.34408762523816827,-0.5159885281733482
CALX,2.528406981139095,-0.79774155608432
CAN,0.4938127712916337,-0.48736313523810776
CAR,5.115468034945805,-6.146684241931338
CARG,0.7840599126192823,-0.6412626075414091
CARR,0.9287893858716955,-0.6948840050985498
CARS,0.2962598400477402,-0.36101906373077186
CASH,1.1841634356144253,-1.771966409569035
CASY,2.1373395379073705,-2.8229291839024153
CAT,2.8686926933159738,-2.651706281162992
CATY,0.7031094552757023,-0.5560468847576651
CB,2.2388337866172114,-1.3039451282957466
CBD,0.2022957765614525,-0.1434587063698601
CBOE,1.3714768148688303,-1.3176467256071982
CBRE,1.9255040444981806,-1.2553338966739056
CBRL,2.6924821664425935,-2.4807599948405294
CBSH,0.7364578186743529,-0.797698408926801
CBT,0.8977994376798212,-1.1439255587451953
CBU,0.6663383039459285,-0.8531978550802242
CC,0.7410901324967141,-0.9310867414048628
CCEP,0.6524632176309537,-1.060358940671173
CCI,1.8471812401710657,-2.3215781234817667
CCK,1.6155795666504418,-1.6843128156495584
CCL,0.6730673854287046,-0.7736394383059668
CCO,0.12254366022098614,-0.06323453736795256
CCOI,0.7720512037372796,-0.9800424728002863
CCRN,0.7021678170410157,-0.6260686245434919
CCS,1.3405748350202087,-2.804430774765568
CCU,0.37935731548903984,-0.2712825969070402
CDE,0.18386088765610126,-0.28859148910651555
CDLX,3.3679562859290817,-9.604218171640039
CDMO,0.8824260373088684,-0.5151311552750766
CDNA,0.022930058416364488,-4.48790675110484
CDNS,2.510306754377131,-0.5976289221027657
CDW,2.625703208105053,-2.0937054812318827
CDXS,1.0441423110308548,-0.023684366900825593
CDZI,0.2729620947501066,-0.34655038057988613
CE,0.047260562530869035,-2.9829284699881304
CEIX,1.683560946630608,-0.6646318074622067
CELH,2.914623032483023,-5.200762878460675
CENTA,0.6491146583447176,-0.707735919978529
CENX,0.5404256402495353,-0.734730074917111
CERE,3.4070427310337545,-1.3256792487833293
CERS,0.2940730697480846,-0.13378912188404446
CERT,0.8599350349648796,-2.0118588172674365
CEVA,1.4518350812364966,-0.09524064234192473
CF,1.519858135703387,-1.0187662220344036
CFFN,0.14392933235875352,-0.17278267806633954
CFR,2.435208620308253,-1.2023479629987368
CG,0.9300366751258196,-0.6685112041548973
CGBD,0.11919203706476936,-0.11253967889086243
CGNX,1.2835761438852997,-2.280856934108679
CHD,0.768712249561707,-0.6304537393060108
CHDN,3.3164395818587433,-4.826761754260206
CHEF,0.9237081043448458,-0.6635522321295048
CHGG,0.019853726739529017,-6.300513533348985
CHH,2.319242499817493,-0.08510217893755581
CHKP,1.5273968045241595,-1.5093469793550771
CHMI,0.12109088125020573,-0.11369580449167864
CHRS,0.40961773967778836,-0.28942000912923005
CHRW,1.5748831199063598,-1.1842364219518193
CHT,0.2617378416180406,-0.5650040576134243
CHTR,9.252801278487206,-13.160233182676887
CHWY,1.847740155173641,-2.9274990480350818
CHX,0.8611340515980513,-0.6596744113793215
CI,2.6130180310649287,-5.749146858676393
CIEN,1.2815840235760714,-0.6403994759635363
CIG,0.05746212831447214,-0.08185187279475688
CIM,0.23793302419998716,-0.13941251443636854
CINF,1.3036898233356873,-1.5830072702507298
CL,0.3499232570695626,-0.8115392506177642
CLB,1.4886139629535553,-1.0335179713875353
CLDT,0.1706272234047316,-0.21160794507766728
CLDX,3.0233247358470066,-1.602983775052395
CLF,1.0073065754165154,-0.7022127937375097
CLFD,1.5418909080195236,-1.3287472343654418
CLH,1.237528312113922,-2.0076511813580353
CLNE,0.6556323246996205,-0.3379349067537528
CLSK,0.844881727384897,-0.5896871052551168
CLW,1.0224287642590393,-0.6562497306668051
CLX,1.5776922860365046,-4.3043877451279675
CMA,1.9000664770326554,-5.286692977205477
CMC,0.7203229236905866,-0.5799756733418817
CMCSA,0.44881813623689476,-0.8660386488680928
CMG,52.03056565088551,-25.591320269771767
CMI,2.167667063659288,-3.871677326105957
CMP,2.2561769308414306,-3.754190428571559
CMPR,1.936345561020931,-3.5940400257373684
CMPS,1.208996205689594,-2.8012404122357712
CMRE,0.33130176749563367,-0.2410194691152333
CMRX,0.15840826207280734,-0.1579585994760183
CMS,0.4196449769104585,-0.6155652582852703
CMTL,1.3472754922127708,-0.7646322358470994
CNA,0.4828300335052265,-0.5777299119042623
CNC,1.1051195881245461,-0.8048227019294371
CNDT,0.15960868635993217,-0.20084191845287286
CNK,0.5733770539742702,-0.6853138439376819
CNMD,2.36111017272396,-2.3325884189088817
CNNE,0.010225077331762844,-0.6591190585558835
CNO,0.36398359319255935,-0.4569090893427853
CNOB,0.34267401071467385,-0.29839874509338443
CNS,1.1574694370812222,-0.014763567345810165
CNSL,0.1742348076641937,-0.27421026298957873
CNXC,2.2604806602087146,-2.091670078861791
COF,2.2606375124698497,-3.8256336948578267
COGT,0.38174641493475975,-0.35032377669504583
COHU,0.5525066171958011,-0.8438971614544262
COLB,0.9953782872882838,-1.4239504526186764
COLD,0.3984285947283002,-0.9382030285981247
COLL,0.538493284953559,-1.2199976866910414
COLM,0.9645415091407712,-0.03177938368485758
COO,6.9248822925917315,-0.33229114398517723
COOP,0.6436800112814,-0.3933224162951989
COP,1.4477710444453649,-1.2360528230930403
CORT,1.061178126489609,-0.3770356940171308
COST,5.900228148359415,-3.133288791703131
COTY,0.3498232969033857,-0.27623427971958303
CPF,0.4632658370395947,-0.0035725747258055053
CPRI,1.7778293366048967,-1.3877998269966292
CPRT,1.7414467100477435,-2.0390158191719268
CPS,0.03260963852879019,-1.041955232014443
CPT,1.5466341443194946,-1.0357872625634432
CRC,1.016355764619775,-0.7874758196808679
CRDF,0.29921381636651057,-0.2463220843500435
CRI,0.015809171031926077,-1.72185544472222
CRK,0.36174411723209815,-0.2809179156152104
CRL,0.17826250161407442,-3.4565762759995797
CRM,5.980824879167174,-3.791338776244321
CRMD,0.10622608878525897,-0.19637239433806103
CRNC,4.408653012887813,-6.0348838476286994
CRNX,1.1292742061148933,-0.5341254936530498
CROX,3.832134207133431,-2.7414203938961847
CRS,0.8179602521563696,-1.0247112637730302
CRSR,1.239506033102511,-0.0006642826142672636
CRTO,1.0155731477245378,-0.768893957924084
CRUS,1.2483285042748176,-1.057999884725894
CRWD,8.347247416846821,-8.620552634096823
CSCO,0.5957777051034302,-0.3083743675134613
CSGP,1.4823988057631967,-2.56757407734881
CSGS,0.8618731909967678,-0.38080163946917406
CSIQ,1.7798809391134465,-1.3660721024285623
CSL,2.816218175113668,-1.763434277067078
CSTL,2.4878137503507642,-1.8757256386403836
CSTM,0.4083130523202122,-0.4658698143225001
CSWC,0.4345223544013721,-0.4544349393628142
CSX,0.4392473217196737,-0.30385028536561287
CTAS,4.158411742283773,-3.8920176675072193
CTLT,2.3022138205327662,-3.3432908358873297
CTRE,0.1816358979942693,-0.3068002380896698
CTRM,0.6839132305050302,-0.10813215861970717
CTSH,1.2352103536417167,-0.5515110300447419
CTVA,0.6712875497737463,-0.7176064033865205
CTXR,0.21870875367618692,-0.06906262957875259
CUBE,0.741320865432216,-0.5098689109843699
CUBI,1.7306555438452114,-0.7341852376626574
CUTR,1.4709740203604742,-1.213338033407994
CUZ,0.39003386006077967,-0.40344561315555644
CVAC,2.7211105156091278,-9.93537290590603
CVBF,0.16766798356410362,-0.23846386112900475
CVGW,0.8441088332045406,-2.2446183886520394
CVI,0.6553817941176256,-1.0288816184857354
CVLT,1.7276639775018263,-3.635199744655984
CVM,0.6266725374928026,-2.795810642611644
CVNA,7.623829829590408,-5.158655035995395
CVS,1.5290185148230375,-0.02984444964316773
CVX,1.3640670795796506,-1.6909584069802865
CW,1.4856333021987749,-1.378680417563743
CWH,1.3684484793341505,-0.8294566310463948
CWK,0.3129302314803862,-0.26301085421153897
CWST,1.2176429838766683,-0.4718005887175901
CWT,0.9570941594903042,-0.9232677325945802
CX,0.2121863977369824,-0.15607148696403358
CXW,0.4799636960488135,-0.28697861394034974
CYBR,3.947803452404645,-5.1700604060539455
CYH,0.5669054895548593,-9.605443359523224e-05
CYRX,0.06193870867067035,-0.05635087111513226
CZR,2.973835827549428,-1.8986344822281476
D,0.9518534211296868,-0.5290123457094659
DAC,1.820178859477527,-2.2413493803679776
DADA,1.1624644741170893,-1.2846060667711083
DAL,1.0822469529292493,-0.7504707327752937
DAN,0.5502062188389667,-0.6917456081965514
DAR,1.3767351346979595,-1.9514124014009955
DASH,10.07821353908746,-9.988154957329865
DAVA,3.3208888959259206,-2.1458474787329087
DBI,0.015163017251507555,-0.46826796399661236
DBX,0.35441533287987664,-0.5975909748449191
DCI,0.0153063375726161,-1.5047288498152063
DCOM,0.5712874821592568,-0.44884789637581984
DCPH,0.6044961367247387,-6.255590165105897
DD,2.225307364472901,-1.361006565166187
DDD,1.893372290966673,-1.4001359649013196
DDOG,4.770760556512279,-1.858533771248799
DE,4.393018939702505,-6.51117734921475
DEA,0.17389626976684547,-0.2050933992510641
DECK,9.123975629528857,-8.24646716704537
DEI,0.47320566812728665,-0.4448836912014622
DELL,1.3064293907843134,-13.620063768526443
DENN,0.27836494895201314,-0.3297917543899781
DESP,0.28664954420490146,-0.3237032790627029
DG,1.897721152796736,-2.356484946424474
DGII,0.5256168270762945,-0.2450099664883839
DGX,1.6826924955144413,-1.6971714298372111
DHI,1.5629711507306707,-1.2397632373252403
DHR,3.736174060577797,-4.650602918046965
DHT,0.12223945919001813,-0.002294158403238696
DIN,1.3821973389847177,-2.074584944041775
DIS,2.236776028832111,-3.4426943025024452
DK,0.7465791482037015,-0.01864303035533892
DKNG,1.655305456118389,-1.6710208786090248
DKS,3.198098171311911,-0.30861351572317225
DLB,0.9304549300231388,-1.0815237177554948
DLR,1.9063705552283268,-2.346589665827813
DLTR,1.5607105998147988,-2.3234685587194184
DLX,0.6132801548421266,-1.0542351292892573
DM,0.36900037052028695,-0.4051344578325068
DMTK,1.2955140256327389,-1.683602036117651
DNB,0.3104991503593741,-0.33242540063162795
DNLI,2.060607181022178,-2.2697167561265794
DNN,0.07033668220621583,-0.05132715622567854
DNOW,0.42455110670677315,-0.35755451413113326
DOC,0.23391784751212805,-0.1271865873554474
DOCU,10.074813218963588,-5.719487826049318
DOMO,1.7742611299964577,-3.398710688445309
DOOR,2.3381560325958723,-1.5049510834577422
DORM,1.7939350522637734,-0.9043247297750395
DOV,2.2267276273205088,-1.157504928712112
DOW,0.6232537117680452,-1.1557079564380288
DOX,0.5757790936402309,-0.8459290135303574
DOYU,0.0026233428036729657,-0.3127417550116788
DPZ,12.113851828294647,-0.10045932268560988
DQ,2.620584196389632,-3.343700716133578
DRD,0.1947578605279584,-0.35383089489818537
DRI,2.4818290815103956,-2.6897374920965453
DRQ,0.9377229276262905,-0.888905837776504
DSGX,1.2818951086064068,-0.8372655208013609
DSKE,0.4271632684177838,-0.16743732929357383
DSX,0.18863627782804884,-0.2294305753580294
DT,1.2227877901932653,-1.4831842166440525
DTE,0.7978342354041706,-1.0455511550355128
DTIL,0.6442068035868022,-0.32393805855519775
DUK,0.8754530044442557,-0.7187473031395604
DVA,2.927909056235915,-2.077477014618532
DVAX,0.8727940900463319,-0.4849879778308103
DVN,1.1144252913250248,-0.56992544812744
DX,0.12308641667067206,-0.23133120164040105
DXC,0.7949559968800208,-1.2539421885765911
DXCM,14.04037495071636,-5.885372030238724
DY,3.8467271221892774,-3.7459039044666103
DYN,0.3940712095040223,-0.5337923738282025
EA,2.7282517893452605,-2.7488630513970986
EAF,0.4815390716400334,-0.2277226750959301
EAT,1.6114160623928167,-1.3353137234404404
EBAY,1.863832138319552,-1.2408688348519814
EBF,0.20239514969053646,-0.21550190431811855
EBR,0.16898173971190994,-0.23623005344834708
EBS,1.1305165278817544,-4.293760386937665
EC,0.399915586626168,-0.30122942422744337
ECL,1.765537606015279,-2.1572002348205883
ECPG,1.4285530677712193,-0.01058597702106093
ED,0.009124554406073251,-0.5908515897275496
EDIT,3.108503730729372,-4.153627745678554
EDU,0.12832110670803976,-0.35552710197265913
EEFT,2.341134649734996,-3.0012444671816714
EFC,0.11876827993785705,-0.26903739502838053
EFSC,0.6091409810992999,-0.5556556613097503
EFX,3.242496077714917,-3.0046048203351434
EGBN,0.8288011194878461,-0.6186322968816798
EGHT,0.6726513848648271,-0.46395318520160206
EGO,0.284687072080126,-0.2600245522343594
EGP,2.095748862885811,-1.48489218338463
EGRX,1.1910439547942147,-0.8119625908280084
EGY,0.21450469431145675,-0.10525998509640935
EHC,0.824521372385348,-1.1953837321685132
EHTH,0.6985281281531789,-3.6250665202024956
EIGR,0.21415866867430372,-0.2390201479362793
EIX,0.7389946336782397,-0.008761104791110105
EL,3.9671623653709007,-4.144948152887824
ELAN,0.4960425436194825,-0.48370425317764054
ELF,0.5886725494479215,-0.37483650689867726
ELS,1.0535626935852755,-0.8649143029501569
EME,2.3881749856075087,-1.4080999813971355
EMN,1.108142052283215,-1.8781070021356248
EMR,0.6860607091646379,-1.225995215888183
